27	3	BUILDING_WOLF_DEN	BUILDING_BASE_TYPE_GENERATOR3	HERO_BARBARIAN	UNIT_WOLF	10	Wolf Den	The Wolf Den allows you to recruit Wolves.	BUILDING_GOBLIN_HUT	1250		8			
28	3	BUILDING_TROLL_BRIDGE	BUILDING_BASE_TYPE_GENERATOR4	HERO_BARBARIAN	UNIT_TROLL	8	Troll Bridge	The Troll Bridge allows you to recruit Trolls.	BUILDING_WOLF_DEN	3000	5	15			5
29	3	BUILDING_YETI_CAVE	BUILDING_BASE_TYPE_GENERATOR5	HERO_BARBARIAN	UNIT_YETI	4	Yeti Cave	The Yeti Cave allows you to recruit Yetis.	BUILDING_TROLL_BRIDGE	4500	5	15		5	5
30	3	BUILDING_BEHEMOTH_CRAG	BUILDING_BASE_TYPE_GENERATOR6	HERO_BARBARIAN	UNIT_BEHEMOTH	2	Behemoth Crag	The Behemoth Crag allows you to recruit Behemoths.	BUILDING_TROLL_BRIDGE	10000	6	6	15		
25	3	BUILDING_INFANTRY_BARRACKS	BUILDING_BASE_TYPE_GENERATOR1	HERO_KNIGHT	UNIT_INFANTRYMAN	24	Infantry Barracks	The Infantry Barracks allows you to recruit Infantrymen.	BUILDING_FORT	400	2	2			
26	3	BUILDING_ARCHERY_RANGE	BUILDING_BASE_TYPE_GENERATOR2	HERO_KNIGHT	UNIT_ARCHER	12	Archery Range	The Archery Range allows you to recruit Archers.	BUILDING_FORT	1000	8				
27	3	BUILDING_ARMORY	BUILDING_BASE_TYPE_GENERATOR3	HERO_KNIGHT	UNIT_FOOTMAN	9	Armory	The Armory allows you to recruit Footmen.	BUILDING_INFANTRY_BARRACKS	2000	5	5			
28	3	BUILDING_SACRED_CONCLAVE	BUILDING_BASE_TYPE_GENERATOR4	HERO_KNIGHT	UNIT_BISHOP	7	Sacred Conclave	The Sacred Conclave allows you to recruit Bishops.	BUILDING_ARMORY	3000	10	10	6	6	
29	3	BUILDING_STABLES	BUILDING_BASE_TYPE_GENERATOR5	HERO_KNIGHT	UNIT_CAVALIER	5	Stables	The Stables allows you to recruit Cavaliers, and provides fresh mounts to Conquerors at the start of each week.	BUILDING_ARMORY	4000	25	5			
30	3	BUILDING_HALLS_OF_VALOR	BUILDING_BASE_TYPE_GENERATOR6	HERO_KNIGHT	UNIT_CRUSADER	3	Halls of Valor	The Halls of Valor allows you to recruit Crusaders.	BUILDING_SACRED_CONCLAVE	9000	20	15	5	5	
25	3	BUILDING_HELLFORGE	BUILDING_BASE_TYPE_GENERATOR1	HERO_WARLOCK	UNIT_DEMON	25	Hellforge	The Hellforge allows you to recruit Demons.	BUILDING_FORT	600					
26	3	BUILDING_TEMPTRESS_DEN	BUILDING_BASE_TYPE_GENERATOR2	HERO_WARLOCK	UNIT_SUCCUBUS	10	Temptress’ Den	The Temptress’ Den allows you to recruit Succubi.	BUILDING_HELLFORGE	1200		5			
27	3	BUILDING_HIPPOGRIFF_NEST	BUILDING_BASE_TYPE_GENERATOR3	HERO_WARLOCK	UNIT_HIPPOGRIFF	8	Hippogriff Nest	The Hippogriff Nest allows you to recruit Hippogriffs.	BUILDING_HELLFORGE	2500	10				
28	3	BUILDING_LABYRINTH	BUILDING_BASE_TYPE_GENERATOR4	HERO_WARLOCK	UNIT_MINOTAUR	6	Labyrinth	The Labyrinth allows you to recruit Minotaurs.	BUILDING_TEMPTRESS_DEN	4000	15	5			5
29	3	BUILDING_CHIMERA_LAB	BUILDING_BASE_TYPE_GENERATOR5	HERO_WARLOCK	UNIT_CHIMERA	3	Chimera Lab	The Chimera Lab allows you to recruit Chimeras.	BUILDING_HIPPOGRIFF_NEST	6000	15	15	5	5	5
30	3	BUILDING_DRAGON_LAIR	BUILDING_BASE_TYPE_GENERATOR6	HERO_WARLOCK	UNIT_RED_DRAGON	2	Dragon Lair	The Dragon Lair allows you to recruit Red Dragons.	BUILDING_CHIMERA_LAB	15000		15			20
25	3	BUILDING_ENCHANTED_OAK	BUILDING_BASE_TYPE_GENERATOR1	HERO_SORCERESS	UNIT_PIXIE	30	Enchanted Oak	The Enchanted Oak allows you to recruit Pixies.	BUILDING_FORT	500	2				
26	3	BUILDING_DRYAD_SANCTUARY	BUILDING_BASE_TYPE_GENERATOR2	HERO_SORCERESS	UNIT_DRYAD	14	Dryad Sanctuary	The Dryad Sanctuary allows you to recruit Dryads.	BUILDING_ENCHANTED_OAK	1200	5				
27	3	BUILDING_BOWMASTERS_OUTPOST	BUILDING_BASE_TYPE_GENERATOR3	HERO_SORCERESS	UNIT_ELF	9	Bowmaster’s Outpost	The Bowmaster’s Outpost allows you to recruit Elves.	BUILDING_ENCHANTED_OAK	2500	15				
28	3	BUILDING_DRUID_GROVE	BUILDING_BASE_TYPE_GENERATOR4	HERO_SORCERESS	UNIT_DRUID	6	Druid Grove	The Druid Grove allows you to recruit Druids.	BUILDING_DRYAD_SANCTUARY	3500		15	3	3	
29	3	BUILDING_MYSTIC_MEADOW	BUILDING_BASE_TYPE_GENERATOR5	HERO_SORCERESS	UNIT_UNICORN	4	Mystic Meadow	The Mystic Meadow allows you to recruit Unicorns.	BUILDING_DRUID_GROVE	5000			10		
30	3	BUILDING_TOWER_OF_FIRE	BUILDING_BASE_TYPE_GENERATOR6	HERO_SORCERESS	UNIT_PHOENIX	3	Tower of Fire	The Tower of Fire allows you to recruit Phoenix.	BUILDING_MYSTIC_MEADOW	8000		25		15	
25	3	BUILDING_WORKSHOP	BUILDING_BASE_TYPE_GENERATOR1	HERO_WIZARD	UNIT_GOLEM	20	Workshop	The Workshop allows you to recruit Golems.	BUILDING_FORT	500	5				
26	3	BUILDING_DWARVEN_HALL	BUILDING_BASE_TYPE_GENERATOR2	HERO_WIZARD	UNIT_DWARF	12	Dwarven Hall	The Dwarven Hall allows you to recruit Dwarves.	BUILDING_WORKSHOP	2000	5	5			
27	3	BUILDING_ARCANE_FOUNDRY	BUILDING_BASE_TYPE_GENERATOR3	HERO_WIZARD	UNIT_ARCANE_CONSTRUCT	8	Arcane Foundry	The Arcane Foundry allows you to recruit Arcane Constructs.	BUILDING_DWARVEN_HALL	3000	5	10		5	
28	3	BUILDING_PALACE	BUILDING_BASE_TYPE_GENERATOR4	HERO_WIZARD	UNIT_GENIE	6	Palace	The Palace allows you to recruit Genies.	BUILDING_ARCANE_FOUNDRY	4000	5	10	5	3	3
29	3	BUILDING_ACADEMY	BUILDING_BASE_TYPE_GENERATOR5	HERO_WIZARD	UNIT_MAGE	4	Academy	The Academy allows you to recruit Magi.	BUILDING_PALACE	5000	5	5	5	5	5
30	3	BUILDING_THUNDERSPIRE	BUILDING_BASE_TYPE_GENERATOR6	HERO_WIZARD	UNIT_TITAN	2	Thunderspire	The Thunderspire allows you to recruit Titans.	BUILDING_PALACE	12000	10	10	20		
