HERO_WARLOCK	143	TALENT_CRIPPLING_FEAR	Crippling Fear	Casting Fear has a 50% chance to also cast Cripple on the affected unit.	1
HERO_WARLOCK	108	TALENT_ETHER_FEAST	Ether Feast	When an opposing Conqueror casts a spell, gain 30% of the cost of that spell as mana.	2
HERO_WARLOCK	139	TALENT_DRAGON_ALLEGIANCE	Dragon Allegiance	The cost of recruiting Dragons is reduced by 15%.	2
HERO_WARLOCK	144	TALENT_SUMMONER	Summoner	Summoned units have 40% more health and deal 20% more damage.	2
HERO_WARLOCK	147	TALENT_ELDRITCH_KNOWLEDGE	Eldritch Knowledge	Summoned units have 5*Knowledge additional hitpoints.	2
HERO_WARLOCK	39	TALENT_DEATHBRINGER	Deathbringer	Increases the effectiveness of your Death spells by 10%	3
HERO_WARLOCK	101	TALENT_THE_DARK_ARTS	The Dark Arts	Allows you to learn and cast level 3 - 5 Death spells.	3
HERO_WARLOCK	102	TALENT_OBLITERATION	Obliteration	Increases the effectiveness of your Destruction spells by 25%	3
HERO_WARLOCK	113	TALENT_DRAGONBORNE	Dragonborne	Dragons under your command receive +2 to Attack and Defense, but non-dragon troops receive -1 to Attack and Defense.	3
HERO_WARLOCK	121	TALENT_DRAGON_MASTER	Dragon Master	Reduces the magic damper of dragons under your command to 40%.	3
HERO_WARLOCK	137	TALENT_STAND_ALONE	Stand Alone	You deal 20% more spell damage when you have only 1 stack of troops.	3
HERO_WARLOCK	124	TALENT_POWER_SIPHON	Power Siphon	During combat, reduces the Power of an enemy Conqueror by 10% and increases your Power by the same amount.	4
HERO_WARLOCK	126	TALENT_PYROMANIAC	Pyromaniac	Your Fire spells deal 20% more damage.	4
HERO_WARLOCK	131	TALENT_INSANITY	Insanity	Units affected by Berserk have a 40% chance to spread Berserk to units they attack.	4
HERO_WARLOCK	148	TALENT_UNLEASH_CHAOS	Unleash Chaos	Your Chaos spells deal 20% more damage.	4
HERO_WARLOCK	98	TALENT_MEGALOMANIA	Megalomania	Your troops deal 2% more damage and take 2% less damage per rare or higher quality item you have equipped.	5
HERO_WARLOCK	107	TALENT_UNBRIDLED_POWER	Unbridled Power	25% of your Attack and Defense is converted into Power.	5
HERO_WIZARD	60	TALENT_WIZARDRY	Wizardry	Increases your Knowledge by +1.	0
HERO_WIZARD	189	TALENT_OVERDRIVE	Overdrive	Increases the speed of your Golems and Constructs by +2, and increases their initiative by +1.	1
HERO_WIZARD	241	TALENT_ESSENCE_STRIP	Essence Strip	Reduces the magic resistance of enemy troops by up to 10%.	1
HERO_WIZARD	129	TALENT_DEBILITATE	Debilitate	Spells that incapacitate units last an additional round.	2
HERO_WIZARD	160	TALENT_MYSTICISM	Mysticism	When fighting an enemy Conqueror, restores 5% of your maximum mana at the start of a new combat round.	2
HERO_WIZARD	187	TALENT_GENIE_IN_A_BOTTLE	Genie in a Bottle	Your Genies can cast up to 3 beneficial spells.	2
HERO_WIZARD	194	TALENT_EFFICIENCY	Efficiency	Reduces the mana cost of all spells by 15%.	2
HERO_WIZARD	195	TALENT_VERSATILITY	Versatility	Reduces the cost of casting non-Arcane spells by 15%.	2
HERO_WIZARD	123	TALENT_SORCERERS_SWIFTNESS	Sorcerer’s Swiftness	Increases your Spell Haste by 10%.	3
HERO_WIZARD	161	TALENT_RELATIVITY	Relativity	Reduces the cost of casting Time Dilation by 50%.	3
HERO_WIZARD	169	TALENT_HIGH_VOLTAGE	High Voltage	Reduces the loss of damage per jump of your Chain Lightning spell from 50% to 35%.	3
HERO_WIZARD	196	TALENT_ARCANE_AFFINITY	Arcane Affinity	Increases the effectiveness of your Arcane spells by 20%.	3
HERO_WIZARD	130	TALENT_WISDOM	Wisdom	Allows you to learn any spell regardless of school or level.	4
HERO_WIZARD	159	TALENT_INNERVATE	Innervate	Casting a beneficial spell on your troops gives them +1 initiative for 2 rounds.	4
HERO_WIZARD	164	TALENT_GROUNDING	Grounding	Your troops have 60% chance to avoid jumps from your Chain Lightning.	4
HERO_WIZARD	171	TALENT_TITANIC	Titanic	Titans under your command have +50 hitpoints.	4
HERO_WIZARD	176	TALENT_WANDSLINGER	Wandslinger	Increases your Spell Haste by 40%.	5
HERO_WIZARD	193	TALENT_SPELL_MASTERY	Spell Mastery	Increases the effectiveness of all spells by 40%.	5
